scientific_name,Adult_svl_cm,Body_mass_g,Maturity_d,Max_longevity_d,Longevity_d,Litter_clutch_size,Trophic_level,Diel_activity,Habitat_breadth_IUCN
Amphiglossus tsaratanensis,,12.30134385,,,,,,,2
Amphiglossus valhallae,,26.00079782,,,,,,,
Amphisbae absaberi,,8.017630611,,,,,Carnivore,,
Amphisbae acrobeles,,,,,,,,,
Amphisbae alba,44.45,210,,5533.5375,4857.825,10.125,Carnivore,Other,9
Amphisbae albocingulata,,0.822639423,,,,,,,
Amphisbae amazonica,50,32.13660539,,,,,,,
Amphisbae aemariae,,2.39941646,,,,,,,
Amphisbae angustifrons,,33.28297766,,,,2.5,Carnivore,,
Amphisbae anomala,,13.01583389,,,,,,Other,
Amphisbae arda,,15.49408309,,,,,,,
Amphisbae areria,,3.390324181,,,,,,,
Amphisbae bahia,,5.000172675,,,,,,,
Amphisbae bakeri,,10.70759653,,,,,,,
Amphisbae barbouri,,3.25,,,,,Carnivore,,
Amphisbae bassleri,50,96.38290236,,,,,,,
Amphisbae bedai,,16.59793454,,,,,,,
Amphisbae bilabialata,,,,,,,,,
Amphisbae bilabialatus,,20.82245442,,,,,,,
Amphisbae bolivica,,247.0862073,,,,,,,
Amphisbae borelli,,3.221698087,,,,,,,
Amphisbae brasilia,,23.70686853,,438.3,438.3,9,,,
Amphisbae brevis,,0.811121325,,,,,,,
Amphisbae caeca,,16.81337031,,,,,Carnivore,,
Amphisbae caiari,,1.409528761,,,,,,,
Amphisbae camura,,193.0984159,,,,,Carnivore,Nocturl,
Amphisbae carlgansi,,1.881043568,,,,,,,
Amphisbae carli,,12.28719616,,,,,,,
Amphisbae carvalhoi,,0.622827115,,,,,,,
Amphisbae caudalis,,12.28719616,,,,,,,
Amphisbae cayemite,,5.491384825,,,,,,,
Amphisbae cegei,,6.420846328,,,,,,,
Amphisbae cerradensis,,51.62081846,,,,,,,
Amphisbae crisae,,1.175400194,,,,,,,
Amphisbae cuiaba,,23.39418619,,,,2,Carnivore,,
Amphisbae cunhai,,215.6872205,,,,,,,
Amphisbae darwini,,39.4728651,,73.05,73.05,,,,
Amphisbae darwinii,,,,,,5,Carnivore,,
Amphisbae dubia,,13.60722341,,,,3.75,,Nocturl,
Amphisbae fenestrata,,8.017630611,,,,,,,
Amphisbae filiformis,,,,,,,,,
Amphisbae frontalis,,15.27026377,,,,,,,
Amphisbae fuliginosa,50,147.2,,,,,Carnivore,Nocturl,
Amphisbae gracilis,,1.9749223,,,,,,,
Amphisbae hastata,,1.223691757,,,,,,Other,
Amphisbae heathi,,0.575403848,,,,,Carnivore,,
Amphisbae heterozota,,14.41057676,,73.05,73.05,,Carnivore,,1
Amphisbae hiata,,4.077542677,,,,,,,
Amphisbae hogei,,0.683403385,,73.05,73.05,,,,
Amphisbae hyporissor,,21.68852052,,,,,Carnivore,Nocturl,
Amphisbae ibijara,,8.308818856,,,,,Carnivore,Nocturl,
Amphisbae igtia,,2.912076189,,,,,,,
Amphisbae infraorbitale,46.1,383.5,,,,6,,,
Amphisbae innocens,,12.10299067,,,,3,,,
Amphisbae kingii,20.15,8,,,,3,Carnivore,,
Amphisbae kisteumacheri,,37.72860955,,,,,,,
Amphisbae kraoh,,20.31178505,,,,,,,
Amphisbae leali,,9.774948189,,,,,,,
Amphisbae leeseri,,1.391783189,,,,,,,
Amphisbae leucocephala,,35.21854355,,,,,,,
Amphisbae littoralis,,13.99793661,,,,,,,
Amphisbae lumbricalis,,1.391783189,,,,,,,
Amphisbae manni,,4.715756295,,,,,Carnivore,Nocturl,
Amphisbae maranhensis,,0.584426465,,,,,,,
Amphisbae maximus,,88.15244365,,,,,,,
Amphisbae medemi,,2.689584162,,,,,,Nocturl,
Amphisbae mensae,,0.683403385,,,,,,,
Amphisbae mertensii,36,66.37430704,,,,7,Carnivore,Other,
Amphisbae metallurga,,,,,,,,,
Amphisbae microcephalum,39.011,215.6,,73.05,73.05,5,,,
Amphisbae miringoera,,0.924209232,,,,,,,
Amphisbae mitchelli,,1.71490818,,,,,,,
Amphisbae munoai,,2.023222318,,,,1.5,Carnivore,,
Amphisbae myersi,,2.912076189,,,,,,,
Amphisbae neglecta,,1.191520778,,,,,,,
Amphisbae nigricauda,,1.031043568,,,,1.5,,,
Amphisbae occidentalis,,11.0203931,,,,,,,
Amphisbae octostegum,,29.91132318,,,,,,,
Amphisbae pericensis,,1.289690652,,,,,,Other,
Amphisbae persephone,,1.585181402,,,,,,,
Amphisbae plumbea,,15.01570983,,,,,,,
Amphisbae polygrammica,,6.211501426,,,,,,,
Amphisbae polystegum,,114.8576811,,,,6,Carnivore,Other,
Amphisbae pretrei,,107.1759653,,,,,,,
Amphisbae prunicolor,,7.50811447,,,,,,,
Amphisbae ridleyi,,9.597003158,,,,,Carnivore,,
Amphisbae roberti,23.1,12.1,,,,4,Carnivore,,
Amphisbae rozei,,3.475718697,,,,,,,
Amphisbae sanctaeritae,,1.71490818,,,,,,,
Amphisbae saxosa,,46.47576376,,,,,,,
Amphisbae schmidti,,7.790182755,,,,,,,
Amphisbae scutigerum,,147.2156251,,328.725,328.725,,,,1
Amphisbae silvestrii,,1.605322818,,,,,,,
Amphisbae slateri,,0.885481795,,,,,,,
Amphisbae slevini,,0.475927972,,,,,Carnivore,Nocturl,
Amphisbae spurelli,,24.60183802,,,,,,,
Amphisbae steindachneri,,8.182911857,,,,,,,
Amphisbae stejnegeri,,11.58056121,,,,,,,
Amphisbae supernumeraria,,3.390324181,,,,,,,
Amphisbae talisiae,,0.2915696,,,,,,,
Amphisbae townsendi,,9.420304381,,,,,,,
Amphisbae trachura,,35.21854355,,73.05,73.05,,,,
Amphisbae tragorrhectes,,0.320596456,,,,,,,
Amphisbae uroxe,,1.624081196,,,,,,,
Amphisbae vanzolinii,,1.289690652,,,,,Carnivore,,
Amphisbae varia,50,39.5,,,,,,,
Amphisbae vermicularis,,26.19091504,,,,4,,,
Amphisbae wiedi,50,51.64163693,,,,,,,
Amphisbae wuchereri,,77.85182755,,,,,,,
Amphisbae xera,,8.416673789,,,,,,,
Amplorhinus multimaculatus,,40.81596932,,,,,,,
Amyda cartilaginea,,21168.85571,,2666.325,2666.325,12.55,,Nocturl,
Adia altaserrania,,10.78232607,,,,,,Other,1
Adia antioquensis,,18.17757831,,,,,,,
Adia bitaeniata,,17.36901999,,,,,Carnivore,Other,2
Adia blakei,,19.52169728,,,,,,,1
Adia bogotensis,6.23,6.295061829,,,,2.499884851,,,3
Adia brevifrontalis,6.9,25.94179362,,,,1.999930935,Carnivore,Other,1
Adia bumanguesa,,19.97631157,,,,,Carnivore,Other,1
Adia escalerae,,5.797143482,,,,,,Other,
Adia hobarti,,16.70545307,,,,1.999930935,Carnivore,Other,
Adia marmorata,,22.41940962,,,,,,Other,1
Adia mcdiarmidi,,5.579521286,,,,,,,
Adia ocellata,,10.3019306,,,,,Carnivore,Other,2
Adia pamplonensis,,15.59776251,,,,,,,1
Adia pariaensis,,16.81337031,,,,,,,
Adia petersi,,10,,,,,,,1
Adia pulchella,,32.20534396,,,,,,,1
Adia rhombifera,,7.482243792,,,,1.500015095,Carnivore,Other,2
Adia steyeri,,13.81783189,,,,,,Other,2
Adia vittata,,7.106067568,,,,,Carnivore,Other,1
Atololacerta atolica,,7.480580683,1095.84,3652.5,,5.5,Carnivore,Other,2
Atololacerta budaki,,6.699423047,,,,,Carnivore,Other,
Atololacerta danfordi,6.4,8.055305298,,4748.25,,5.500236264,Carnivore,Other,5
Atololacerta oertzeni,,,,,,5,Carnivore,Other,5
Atololacerta pelasgia,,7.007276492,,,,5.500236264,Carnivore,Other,
Ancylocranium barkeri,,8.416673789,,,,1,,,
Ancylocranium ionidesi,,27.18219634,,,,1,,,
Ancylocranium somalicum,,3.899709933,,,,,,,
Andinosaura afrania,,,,,,,,Other,
Andinosaura aurea,,,,,,,,Other,
Andinosaura crypta,,,,,,,,,
Andinosaura hyposticta,,,,,,,,,
Andinosaura kiziriani,,,,,,,,Other,
Andinosaura laevis,,,,,,,,,
Andinosaura oculata,,,,,,2.5,,Other,
Andinosaura petrorum,,,,,,,,,
Andinosaura stellae,,,,,,,,Other,
Andinosaura vesperti,,,,,,2,,Other,
Andinosaura vieta,,,,,,,,,
Androngo trivittatus,,14.1289689,,,,3,,,2
Anelytropsis papillosus,,51.67081846,,,,,,,2
Anepischetosia maccoyi,5.159,3.9,,,,3.1,Carnivore,Other,1
Anguis cephallonica,17.9555,75.8577575,1324.0775,19723.5,19723.5,9.48,Carnivore,Other,8
Anguis colchica,17.9555,78.88601176,1232.7575,19723.5,19723.5,12.25,Carnivore,Other,
Anguis graeca,,36.48769735,,,,11.5,Carnivore,Other,
Anguis incomptus,,40.91303299,,,,,,,1
Anguis veronensis,,41.9,,3287.25,,,Carnivore,Other,
Anilios affinis,,4.355118737,,,,3,,,1
Anilios ammodytes,,7.2,,,,,,,4
Anilios aspi,,10.71994706,,,,,,,
Anilios australis,,90.15711376,,,,5,,,3
Anilios batillus,,17.38900414,,,,,,,
Anilios bicolor,,47.41209926,,,,,,,
Anilios bituberculatus,,61.09420249,,,,5.7,,,2
Anilios broomi,,6.982324041,,,,,,,2
Anilios centralis,,17.37800829,,,,,,,2
Anilios chamodracae,,3.682187873,,,,,,,
Anilios diversus,,24.15460834,,,,,,,2
Anilios endoterus,,39.53666201,,,,,,,2
Anilios erycinus,,9.9,,,,,,,1
Anilios ganei,,20.57945298,,,,,,,
Anilios grypus,,61.09420249,,,,3,,,2
Anilios guentheri,,39.53666201,,,,3,,,1
Anilios hamatus,,47.4,,,,,,,2
Anilios howi,,3.682187873,,,,,,,
Anilios kimberleyensis,,13.00084789,,,,,,,
Anilios leptosomus,,39.53666201,,,,,,,1
Anilios leucoproctus,,6.982324041,,,,,,,1
Anilios ligatus,,90.15711376,,,,6.6,,,2
Anilios longissimus,,9.007855688,,,,,,,
Anilios margaretae,,14.71156251,,,,,,,
Anilios micrommus,,3.374827196,,,,,,,
Anilios minimus,,3.080981717,,,,,,,
Anilios nema,,9.007855688,,,,,,,
Anilios nigrescens,,403.3,,,,14.1,,,3
Anilios nigricaudus,,16.38408261,,,,,,,
Anilios nigrotermitus,,9.904159724,,,,,,,
Anilios pilbarensis,,29.67415695,,,,,,,
Anilios pinguis,,128.2330583,,,,5,,,2
Anilios polygrammicus,,37.77860955,,,,,,,
Anilios proximus,,403.3,,,,13.2,,,5
Anilios robertsi,,12.08906918,,,,,,,
Anilios silvia,,3.080981717,,,,,,,
Anilios splendidus,,98.45055529,,,,,,,
Anilios torresianus,,39.568331,,,,,,,
Anilios tovelli,,0.496586902,,,,,,,
Anilios troglodytes,,40.28585172,,,,,,,
Anilios unguirostris,,312.6,,,,,,,3
Anilios waitii,,176.9,,,,,,,4
Anilios wiedii,,13.67728826,,,,3.9,,,2
Anilios yampiensis,,0.594421828,,,,,,,
Anilios yirrikalae,,3.080981717,,,,,,,
Anilius scytale,,340.4081897,,,,11,,,
Anisolepis grilli,,27.32634363,,,,7.299615757,,,2
Anisolepis longicauda,,28.30695998,,,,,,,2
Anisolepis undulatus,,19.66680138,,,,5.500236264,Carnivore,Other,1
Anniella alexanderae,13.185,7.079457844,,,,1.55,,,
Anniella campi,,6.485713079,,,,,,,
Anniella geronimensis,,7.808139023,,,,1.25,Carnivore,Other,1
Anniella grinnelli,,6.097684486,,,,,,,
Anniella pulchra,13.185,9.54992586,913.2,4328.2125,,1.675,Carnivore,Other,5
Anniella stebbinsi,,4.688675706,,,,,,,
Anolis acutus,5.4925,6.280583588,273.96,,,1,Carnivore,Other,
Anolis aeneus,5.32,10.56817509,,2447.175,2447.175,1.25,Carnivore,Other,
Anolis aequatorialis,8.21,34.8337315,,,,1,Carnivore,Other,
Anolis agassizi,11.4,30,,,,1,Carnivore,Other,
Anolis agueroi,,78.51178173,,,,,Omnivore,Other,
Anolis ahli,,4.719708083,,,,1,Carnivore,Other,2
Anolis alayoni,,2.191364956,,,,1,,Other,
Anolis alfaroi,,1.004626443,,,,1,,Other,
Anolis aliniger,5.59,4.539416167,,,,1,Carnivore,Other,
Anolis allisoni,5.655,7.177860238,,639.1875,,1,Carnivore,Other,
Anolis allogus,,3.95632822,,620.925,,1.500015095,Carnivore,Other,3
Anolis alocomyos,,3.324827196,,,,,,Other,
Anolis altae,,2.989258215,,,,1,,Other,2
Anolis altavelensis,,2.206547355,,,,,,Other,
Anolis altitudilis,,2.989258215,,,,1,,Other,
Anolis alumi,,1.388604734,,,,1,,Other,3
Anolis alvarezdeltoroi,,6.005868687,,,,1,,Other,1
Anolis amplisquamosus,,2.582242018,,,,1,,Other,1
Anolis atoloros,,6.580726332,,,,,,Other,
Anolis anchicayae,,5.218002183,,,,,Carnivore,Other,
Anolis anfiloquioi,,1.414446979,,,,1,,Other,
Anolis angusticeps,4.53,3.147748314,,,,1,Carnivore,Other,
Anolis anisolepis,5.3,3.7,,,,1,,Other,4
Anolis annectens,,9.680254395,,,,,Carnivore,Other,
Anolis anoriensis,,14.03023762,,,,1,Carnivore,,
Anolis antioquiae,,9.481185807,,,,1,,,
Anolis antonii,,3.507802203,,,,1,Carnivore,Other,
Anolis apletolepis,,,,,,,,Other,
Anolis apletophallus,,2.206547355,,,,,,Other,
Anolis apolliris,,28.47230554,,,,,,,
Anolis aquaticus,6.465,9.5,152.2,,,1.131097389,Carnivore,Other,
Anolis argenteolus,4.724,5.7,,,,1.075012936,Carnivore,Other,
Anolis armouri,6.123,9.3,,,,1.25,Carnivore,Other,2
Anolis auratus,4.39,3.899419867,,,,1.25,Carnivore,Other,
Anolis aurifer,,,,,,1,Carnivore,Other,
Anolis bahorucoensis,4.442,2.8,,,,1.075012936,Carnivore,Other,
Anolis baleatus,15.63,114.8153621,,,,1,,Other,
Anolis baracoae,15.17,100.461579,304.4,6026.625,4529.1,1.5,Carnivore,Other,
Anolis barahoe,,100.4807895,,,,1.291713931,Omnivore,Other,
Anolis barbatus,,97.07549836,,,,1,Herbivore,Other,
Anolis barbouri,,3.507802203,,,,1.25,Carnivore,Other,
Anolis barkeri,,20.99469942,,,,1.500015095,Carnivore,Other,2
Anolis bartschi,,10.58408755,410.94,,,1.500015095,Omnivore,Other,
Anolis beckeri,,4.688675706,,,,1,Carnivore,Other,
Anolis bellipeniculus,,7.19724489,,,,1,,Other,
Anolis benedikti,,2.421715276,,,,1,,Other,
Anolis bicaorum,6.135,9.099132726,,,,1,Carnivore,Other,
Anolis bimaculatus,,37.05462949,,2556.75,2556.75,1.50003019,Carnivore,Other,3
Anolis binotatus,,2.087456759,,,,,,,
Anolis biporcatus,8.87,28,,1132.275,,1.25,Carnivore,Other,
Anolis birama,,5.720582311,,,,1,,Other,
Anolis bitectus,,3.800946982,152.2,,,1,,Other,
Anolis blanquillanus,7.5,12.6,,,,1,Omnivore,Other,
Anolis boettgeri,,6.699423047,,,,1,,,
Anolis bombiceps,7.4,8.4,,,,1.500015095,,Other,
Anolis boirensis,7.5,8.749837752,,,,1,Carnivore,Other,
Anolis boulengerianus,6.3,5.2,,,,1,,Other,
Anolis brasiliensis,6.52,8.7,,,,1,Carnivore,Other,
Anolis bremeri,,7.781235583,,,,1,Carnivore,Other,
Anolis breslini,,4.519708083,,,,,Carnivore,Other,
Anolis brevirostris,,3.184783732,,,,1,Carnivore,Other,
Anolis brooksi,,,,,,,,Other,
Anolis brunneus,,9.099566363,,,,,Carnivore,,
Anolis calimae,,4.307595384,,,,1,,,
Anolis campbelli,,2.882088985,,,,1,,Other,
Anolis capito,6.845,20.37021039,,,,1,Carnivore,Other,
Anolis caquetae,,4.105748606,,,,,,Other,1
Anolis carlliebi,,2.087456759,,,,1,Carnivore,Other,
Anolis carlostoddi,,3.507802203,,,,1,,Other,
Anolis carolinensis,4.9715,3.70473178,251.13,3652.5,2556.75,1.225002859,Carnivore,Other,9
Anolis carpenteri,4.04,1.9225,,,,1,Carnivore,Other,3
Anolis casildae,10,29.99162519,,,,1,Carnivore,Other,
Anolis caudalis,4.965,2.81190083,,,,,,Other,
Anolis centralis,,2.365919697,,,,1,Carnivore,Other,2
Anolis chamaeleonides,,109.3978183,,,,1,Carnivore,Other,
Anolis charlesmyersi,,10.58408755,,,,1.25,Carnivore,Other,3
Anolis chloris,5.33,4.5,,,,1,Carnivore,Other,
Anolis chlorocyanus,6.775,6.9,197.86,767.025,,1,Carnivore,Other,
Anolis chlorodius,,,,,,,,Other,
Anolis christophei,4.74,2.5,,,,1,Carnivore,Other,
Anolis chrysolepis,6.52,8.4,,,,1.25,Carnivore,Other,
Anolis chrysops,,8.086175151,,2556.75,2556.75,1.999930935,,Other,
Anolis clivicola,,2.482242018,,,,1,Carnivore,Other,2
Anolis cobanensis,,2.677302781,,,,1,,,
Anolis coelestinus,7.365,12.2,,,,1,Carnivore,Other,
Anolis compressicauda,,3.507802203,,,,,Carnivore,Other,5
Anolis concolor,,10.58408755,,,,1,,Other,
Anolis confusus,,3.173874157,,,,1,,Other,
Anolis conspersus,6.4275,9.099132726,,,,1,Omnivore,Other,
Anolis cooki,6.515,7.1,,,,1.75,Carnivore,Other,
Anolis crassulus,,4.307595384,,,,1,,Other,
Anolis cristatellus,6.73,8.4,197.86,2520.225,,1.75,Omnivore,Other,
Anolis cryptolimifrons,,1.922680041,,,,,,Other,
Anolis cupeyalensis,,0.808291186,,,,1,Carnivore,Other,
Anolis cupreus,4.3765,2.149191073,213.08,547.875,,1,Carnivore,Other,
Anolis cuprinus,6.515,6.8,,,,1,,Other,3
Anolis cuscoensis,,5.218002183,,,,,,,
Anolis cusuco,,2.087456759,,,,,Carnivore,Other,1
Anolis cuvieri,13.2,59.62445089,,3378.5625,3360.3,1,Omnivore,Other,
Anolis cyanostictus,,,,,,,,Other,
Anolis cymbops,,2.094648065,,,,1.25,,,1
Anolis damulus,,2.989258215,,,,1,,,
Anolis danieli,,39.32750377,,,,,,,
Anolis darlingtoni,7.2,8.4,,,,1,,Other,
Anolis datzorum,,2.500172681,,,,1,,,
Anolis delafuentei,,4.782154934,,,,,,Other,
Anolis deltae,,4.105748606,,,,,Carnivore,Other,
Anolis demissus,,,,,,,,,
Anolis desechensis,,3.899709933,,,,,Omnivore,Other,
Anolis desiradei,,10.58408755,,2556.75,2556.75,1.999930935,,Other,
Anolis dissimilis,,3.703403609,,,,,,,
Anolis distichus,4.965,4.187935651,273.96,,,1,Carnivore,Other,
Anolis divius,,,,,,,,Other,
Anolis dolichocephalus,,2.989258215,,,,1,,Other,
Anolis dollfusianus,,1.811947851,,,,1,,Other,
Anolis dominicensis,,,,,,1,Carnivore,Other,
Anolis duellmani,,1.096978183,,,,1.500015095,,Other,2
Anolis dunni,5.8,4.2,,,,1,,Other,1
Anolis eewi,,,,,,,,,
Anolis eladioi,,,,,,,,Other,
Anolis elcopeensis,,1.922680041,,,,,,Other,
Anolis equestris,15.17,98.66706795,273.96,6026.625,4529.1,1,Omnivore,Other,
Anolis ernestwilliamsi,,11.38813643,,,,1,,Other,
Anolis etheridgei,,1.701079254,,,,1,Carnivore,Other,
Anolis eugenegrahami,,7.781235583,,,,1,Carnivore,Other,
Anolis eulaemus,,20.38521039,,,,,,,1
Anolis euskalerriari,,3.173874157,,,,,,Other,
Anolis evermanni,5.74,9.8,,,,1,Carnivore,Other,
Anolis extremus,5.32,12.6,,2447.175,2447.175,1.500015095,Omnivore,Other,
Anolis fairchildi,,9.099566363,,,,,,,
Anolis fasciatus,,7.781235583,,,,,,Other,
Anolis favillarum,,,,,,1,Carnivore,Other,
Anolis ferreus,,35.71364191,,2556.75,2556.75,1.999930935,Carnivore,Other,
Anolis festae,,4.782154934,,,,,Carnivore,Other,1
Anolis fitchi,,18.08587063,,,,1,,Other,2
Anolis forresti,,2.989258215,,,,,,Other,
Anolis fortunensis,,2.377524642,,,,,,,1
Anolis fowleri,,9.481185807,,,,,,Other,
Anolis fraseri,,31.57502312,,,,,,Other,2
Anolis fretus,13.52,67.14288529,167.42,,,1,Carnivore,Other,
Anolis fugitivus,,1.012825963,,,,1,,Other,
Anolis fungosus,,2.206547355,,,,,,Other,
Anolis fuscoauratus,4.36,2.978758215,,,,1.25,Carnivore,Other,
Anolis gadovii,7.08,10.56817509,,,,1.500015095,,Other,
Anolis gaigei,8.725,3.1,,,,2.5,Carnivore,Other,
Anolis garmani,10.765,33.8,289.18,3652.5,,1.25,Omnivore,Other,
Anolis garridoi,,1.583375535,,,,1,Carnivore,Other,
Anolis gemmosus,6.275,5.327025256,358.431,1095.75,,1.25,Carnivore,Other,2
Anolis gibbiceps,,2.500172681,,,,,,,
Anolis gielisae,,28.47230554,,,,,Carnivore,Other,
Anolis gingivinus,,7.762471166,,1826.25,2556.75,1.5,Omnivore,Other,
Anolis govensis,,,,,,,,Other,
Anolis gorgoe,,6.290291794,,,,,,Other,
Anolis gracilipes,,3.507802203,,,,1,,Other,
Anolis grahami,7.0225,8.9,,,,1.249971181,Carnivore,Other,5
Anolis granuliceps,,2.500172681,,,,1,Carnivore,Other,1
Anolis griseus,13.7,50.35006088,,,,1,Omnivore,Other,
Anolis gruuo,,2.989258215,,,,1,,Other,
Anolis guafe,,2.485862073,,,,1,,Other,2
Anolis guamuhaya,,84.31673789,,,,1,Carnivore,Other,
Anolis guazuma,,2.413305048,,,,1,,Other,
Anolis gundlachi,6.52,6.9,319.62,1095.75,,1,Carnivore,Other,
Anolis haetianus,,8.724918876,,,,,,,3
Anolis haguei,4.5,3.147748314,,,,1,,Other,
Anolis hendersoni,,2.523415126,,,,1,Carnivore,Other,
Anolis heterodermus,,13.09590961,,,,1,Carnivore,Other,
Anolis hobartsmithi,,2.500172681,,,,1,,Other,3
Anolis homolechis,,7.12248163,,,,1,Carnivore,Other,
Anolis huilae,,11.38813643,,,,,,,
Anolis humilis,3.81,2.227302781,152.2,547.875,,1.0825,Carnivore,Other,
Anolis hyacinthogularis,,,,,,,,Other,
Anolis ibague,,,,,,,,Other,
Anolis ibanezi,,10.88212812,,,,1,,,
Anolis ignigularis,,,,,,1,Carnivore,Other,
Anolis imias,,6.391317431,,,,1,Carnivore,Other,
Anolis immaculogularis,,2.588160579,,,,,,Other,
Anolis impetigosus,,2.500172681,,,,,,,
Anolis incredulus,,0.876550057,,,,1,,,
Anolis inderee,,33.409752,,,,1.999930935,Carnivore,,
Anolis inexpectatus,,1.096978183,,,,1,,Other,
Anolis insignis,,81.29152581,,,,1,,Other,
Anolis insolitus,4.18,2.2,,,,1,Carnivore,Other,
Anolis intermedius,4.5555,2.176338621,152.2,730.5,,1,Carnivore,Other,
Anolis isolepis,,2.989258215,,,,1,,Other,
Anolis jacare,,8.585189226,,,,1,,Other,1
Anolis johnmeyeri,,7.280529787,,,,1,,Other,
Anolis juangundlachi,,1.354626443,,,,1,,Other,1
Anolis jubar,,5.000172675,,,,1,Carnivore,Other,
Anolis kahouannensis,,9.099566363,,2556.75,2556.75,1.999930935,,Other,
Anolis kathydayae,,,,,,,,Other,
Anolis kemptoni,,4.519708083,,,,1,,Other,
Anolis koopmani,,1.594273374,,,,1,Carnivore,Other,3
Anolis kreutzi,,2.805950415,,,,,,Other,
Anolis krugi,4.57,3.5,,,,1,Carnivore,Other,
Anolis kuyalae,,26.49250069,,,,1,,,
Anolis laevis,,4.519708083,,,,,,,
Anolis laeviventris,6.385,6,,,,1,Carnivore,Other,
Anolis lamari,,1.689402009,,,,,,Other,
Anolis landestoyi,,,,,,,Carnivore,Other,
Anolis latifrons,,45.09083523,,,,,Carnivore,Other,
Anolis leachii,,36.1532796,,2556.75,2556.75,1.99986187,Carnivore,Other,
Anolis leditzigorum,,3.080981717,,,,,,Other,
Anolis lemniscatus,,2.989258215,,,,1,,,1
Anolis lemurinus,6.385,5.5,,,,1.25,Carnivore,Other,
Anolis leucodera,,,,,,,,Other,
Anolis limifrons,3.75,2.654605562,,,,1.25,Carnivore,Other,
Anolis limon,,11.28598728,,,,1,,Other,
Anolis lineatopus,4.94,3.554936316,152.2,365.25,365.25,1,Carnivore,Other,
Anolis lineatus,,10.58408755,,,,,Carnivore,Other,1
Anolis liogaster,,6.005868687,,,,1.999930935,,Other,1
Anolis lionotus,6.686,9.8085,101.974,,,1,Carnivore,Other,2
Anolis litoralis,,2.382959849,,,,1,Carnivore,Other,
Anolis lividus,7,7.8,,2556.75,2556.75,1.5,Carnivore,Other,
Anolis longiceps,,11.78802987,,,,1,Carnivore,Other,4
Anolis longitibialis,6.98,7.8,,,,1.500015095,Carnivore,Other,
Anolis lososi,,,,,,,,Other,
Anolis loveridgei,,33.19472288,,,,1,,Other,2
Anolis loysia,,2.989258215,,,,1.999930935,Carnivore,Other,
Anolis luciae,,15.4762722,365.28,2556.75,2556.75,1.5,Carnivore,Other,
Anolis lucius,5.195,7.1,228.3,,,1,Carnivore,Other,
Anolis luteogularis,15.17,76.46721894,,3542.925,3031.575,1,Omnivore,Other,
Anolis luteosignifer,5.089,3.9,365.265,2922,1278.375,1.500015095,Carnivore,,
Anolis lynchi,,4.977250954,,,,1,,,1
Anolis lyra,,9.327028371,,,,1,Carnivore,Other,
Anolis macilentus,,1.489554194,,,,1,,Other,
Anolis macrinii,,18.08587063,,,,1,Carnivore,Other,2
Anolis macrolepis,,5.000172675,,,,1,Carnivore,Other,
Anolis macrophallus,,3.313297766,,,,1,Carnivore,Other,
Anolis maculigula,,24.89428659,,,,1,,,1
Anolis maculiventris,4.45,2.654605562,,,,1,Carnivore,Other,
Anolis magphallus,,4.297682134,,,,1,,Other,
Anolis maia,,,,,,,,,
Anolis marcanoi,,5.720582311,,,,,,Other,
Anolis mariarum,,3.7,,730.5,,1,Carnivore,Other,
Anolis marmoratus,,12.62368174,,2556.75,2556.75,1.5,Carnivore,Other,
Anolis marron,,9.099566363,,,,1,,Other,1
Anolis marsupialis,,2.404952714,,,,,,Other,
Anolis matudai,,3.507802203,,,,1.500015095,,Other,
Anolis mayrdi,,9.099566363,,,,1,Carnivore,Other,
Anolis mccraniei,,,,,,,,Other,
Anolis medemi,,2.989258215,,,,,,Other,
Anolis megalopithecus,,12.78219404,,,,1,,Other,1
Anolis megapholidotus,,3.173874157,,,,1,,Other,1
Anolis menta,,3.703403609,,,,1.5,,Other,
Anolis meridiolis,4.8,4.1,,,,1.534970382,Carnivore,Other,
Anolis microlepidotus,4.33,3.3,,,,1.500015095,Carnivore,Other,2
Anolis microlepis,3.855,1.587409695,167.42,365.25,,1.5,Carnivore,Other,1
Anolis microtus,,27.71660052,,,,1,,,
Anolis milleri,,3.899709933,,,,1.500015095,,Other,3
Anolis mirus,,23.52524642,,,,1,,,
Anolis monensis,,4.519708083,,,,1,Omnivore,Other,
Anolis monteverde,,2.692672223,,,,,,Other,
Anolis monticola,,3.703403609,,,,,Carnivore,Other,4
Anolis morazani,,3.515915849,,,,1,,Other,
Anolis muralla,,3.89075183,,,,,,Other,1
Anolis sofrontalis,,1.922680041,,,,1,,Other,
Anolis ufragus,,3.515915849,,,,1.999930935,,Other,1
Anolis neblininus,,5.491384825,,,,1,,,
Anolis nebuloides,,3.602893215,,,,1,,Other,4
Anolis nebulosus,4.0795,2.710234295,273.96,1095.75,,1.5,Carnivore,Other,5
Anolis nelsoni,5.089,6.2,365.265,2922,1278.375,1.500015095,Omnivore,Other,
Anolis nicefori,,5.218002183,,,,,,,
Anolis nietoi,,2.677302781,,,,,,Other,
Anolis nigrolineatus,5.095,3.5,,,,1,,Other,
Anolis noblei,15.17,134.5860354,,6026.625,4529.1,1,,Other,
Anolis notopholis,,2.989258215,,,,1,Carnivore,Other,
Anolis nubilus,,10.98239098,,,,1,Carnivore,Other,
